id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
22579,1,,8,5,No,8,10,
22580,5,Yes,3,0,Yes,,1,
22581,,No,4,5,No,15,8,
22582,2,,9,6,No,13,8,
22583,0,No,8,5,No,13,7,
22584,9,Yes,,0,Yes,4,1,
22585,5,Yes,3,1,Yes,,0,
22586,0,No,4,5,No,,4,
22587,1,No,4,4,No,13,5,
22588,2,No,8,3,No,5,4,
22589,2,No,8,6,No,11,10,
22590,0,No,9,,No,10,3,
22591,1,No,8,6,No,4,8,
22592,5,Yes,1,0,Yes,2,1,
22593,2,No,5,4,No,9,10,
22594,4,No,8,7,No,13,10,
22595,2,No,5,7,No,11,7,
22596,1,No,7,4,No,10,7,
22597,3,,4,5,No,14,3,
22598,3,No,9,4,No,7,8,
22599,4,No,6,5,No,11,7,
22600,1,No,7,5,No,9,7,
22601,3,No,4,6,No,8,10,
22602,2,No,8,4,No,14,6,
22603,0,No,7,4,,12,3,
22604,1,No,9,6,No,12,,
22605,3,No,6,6,No,11,7,
22606,10,Yes,0,0,Yes,3,1,
22607,3,No,7,7,No,13,5,
22608,3,,7,7,No,12,3,
22609,1,No,5,7,No,11,5,
22610,1,No,6,5,No,12,7,
22611,,No,5,3,No,10,9,
22612,0,No,,5,No,12,3,
22613,3,No,7,6,No,9,10,
22614,1,No,5,,No,9,3,
22615,3,No,9,6,No,14,3,
22616,4,No,9,6,No,14,9,
22617,7,Yes,1,1,,1,2,
22618,11,Yes,1,1,Yes,,2,
22619,2,No,4,7,No,11,5,
22620,1,No,9,4,No,15,6,
22621,3,No,9,3,No,12,3,
22622,1,No,5,4,No,10,5,
22623,9,Yes,3,0,Yes,0,2,
22624,4,No,5,4,No,10,10,
22625,3,No,8,3,No,8,8,
22626,3,No,7,5,No,12,3,
22627,11,Yes,0,1,Yes,2,3,
22628,8,,1,2,Yes,5,2,
22629,3,No,7,,No,12,3,
22630,11,Yes,2,0,Yes,4,2,
22631,1,No,7,5,No,7,6,
22632,0,No,7,7,No,7,6,
22633,6,Yes,2,,Yes,3,0,
22634,7,Yes,3,1,,5,,
22635,3,No,6,3,No,7,5,
22636,3,No,4,6,No,13,,
22637,0,No,7,5,No,,,
22638,3,No,5,4,No,14,7,
22639,1,No,8,7,No,9,6,
22640,3,No,4,3,No,8,6,
22641,1,,7,7,No,9,2,
22642,1,No,6,6,No,7,4,
22643,2,No,8,6,No,5,7,
22644,0,No,6,5,No,11,,
22645,9,Yes,0,1,,4,0,
22646,8,Yes,3,3,Yes,3,0,
22647,0,,8,7,No,,9,
22648,3,No,7,3,No,8,10,
22649,2,No,5,7,No,11,4,
22650,1,No,5,5,No,9,4,
22651,0,No,5,3,No,9,,
22652,2,,9,5,No,15,9,
22653,4,No,8,7,No,3,7,
22654,6,Yes,2,0,,4,0,
22655,4,Yes,2,1,Yes,0,1,
22656,1,No,6,3,No,6,3,
22657,3,No,9,5,No,6,3,
22658,1,No,6,,No,11,5,
22659,3,No,6,,No,6,4,
22660,10,,5,4,No,14,3,
22661,3,No,9,7,No,13,6,
22662,2,No,4,,No,12,4,
22663,4,Yes,2,0,,1,2,
22664,2,No,8,3,No,14,9,
22665,3,No,9,,No,14,5,
22666,0,No,9,3,No,6,8,
22667,1,Yes,4,3,No,14,7,
22668,5,Yes,1,0,Yes,,3,
22669,4,Yes,3,0,Yes,,0,
22670,10,Yes,,0,Yes,1,2,
22671,0,No,10,7,No,10,5,
22672,2,No,5,7,No,15,8,
22673,8,Yes,3,,Yes,,0,
22674,2,No,6,5,No,9,8,
22675,0,No,4,3,No,8,,
22676,3,No,7,7,No,12,5,
22677,2,No,4,4,No,8,10,
22678,1,No,9,,No,9,4,
22679,0,,4,6,No,14,4,
22680,1,No,5,3,No,14,10,
22681,0,,9,6,No,12,8,
22682,9,Yes,3,2,Yes,0,1,
22683,1,No,9,7,No,9,6,
22684,2,No,4,,No,5,4,
22685,4,No,9,7,No,8,7,
22686,2,No,8,5,No,12,8,
22687,4,No,8,6,No,10,,
22688,2,No,8,6,No,15,4,
22689,,Yes,1,1,Yes,3,2,
22690,,No,9,6,No,7,4,
22691,1,No,6,5,No,6,7,
22692,1,No,4,5,,10,5,
22693,3,No,7,3,No,13,,
22694,6,Yes,3,3,Yes,2,1,
22695,1,No,,7,No,12,7,
22696,2,No,9,5,No,11,5,
22697,10,,3,2,Yes,4,1,
22698,,Yes,1,2,Yes,4,0,
22699,0,No,,7,No,14,6,
22700,1,No,9,4,No,11,8,
22701,10,Yes,4,2,Yes,4,1,
22702,2,,4,3,No,6,5,
22703,1,No,7,,No,8,6,
22704,2,No,3,5,No,6,5,
22705,2,No,,6,No,14,8,
22706,,No,8,5,No,10,4,
22707,5,Yes,,0,,5,0,
22708,1,No,6,5,No,8,4,
22709,2,No,6,7,No,10,6,
22710,3,No,4,4,No,6,8,
22711,6,Yes,0,1,Yes,2,1,
22712,2,No,9,5,No,10,,
22713,9,Yes,3,1,,4,2,
22714,7,Yes,0,2,Yes,1,,
22715,2,No,5,5,No,13,7,
22716,3,No,6,6,,7,6,
22717,5,No,7,6,No,11,3,
22718,0,No,9,6,No,13,8,
22719,0,No,3,5,No,4,3,
22720,2,No,,6,No,11,10,
22721,2,No,3,6,No,12,6,
22722,0,No,6,3,No,3,6,
22723,6,Yes,3,2,Yes,,2,
22724,0,No,8,4,No,6,6,
22725,1,No,4,,No,15,,
22726,0,No,7,,No,12,5,
22727,4,No,7,7,No,8,10,
22728,1,No,8,7,No,8,8,
22729,0,,6,5,No,7,9,
22730,9,Yes,3,3,Yes,1,0,
22731,2,No,7,3,No,14,7,
22732,3,No,10,4,No,13,6,
22733,3,No,4,5,No,,5,
22734,2,No,6,5,,7,8,
22735,5,Yes,1,2,,0,0,
22736,1,,4,4,No,8,3,
22737,2,No,3,5,No,14,7,
22738,1,No,4,3,No,15,5,
22739,3,No,9,3,No,15,5,
22740,11,Yes,2,2,Yes,2,3,
22741,0,No,10,6,No,10,9,
22742,,No,5,3,No,6,4,
22743,2,No,7,6,No,11,9,
22744,6,Yes,2,0,,1,1,
22745,1,No,,4,No,7,7,
22746,4,No,4,5,No,13,8,
22747,3,No,4,3,No,12,4,
22748,6,,3,0,Yes,3,1,
22749,6,Yes,2,1,,2,0,
22750,0,No,3,3,No,4,5,
22751,9,Yes,2,3,Yes,5,3,
22752,9,Yes,2,0,,1,0,
22753,1,No,5,5,No,11,8,
22754,0,,7,4,No,9,6,
22755,4,No,6,7,No,14,10,
22756,8,Yes,1,1,Yes,3,3,
22757,8,Yes,3,,Yes,1,0,
22758,,No,5,6,No,15,6,
22759,9,Yes,4,2,Yes,3,1,
22760,0,No,5,5,No,10,5,
22761,0,No,6,6,No,6,10,
22762,3,No,6,7,No,14,3,
22763,1,No,5,6,No,8,6,
22764,0,No,4,4,No,14,3,
22765,2,No,4,3,No,10,,
22766,3,No,7,6,No,12,6,
22767,3,No,10,7,No,10,7,
22768,3,No,7,4,No,14,5,
22769,5,Yes,2,1,Yes,4,2,
22770,11,Yes,,0,,5,1,
22771,1,No,4,4,No,12,9,
22772,2,No,8,4,No,5,3,
22773,2,No,8,7,No,10,10,
22774,2,,6,5,No,,3,
22775,,No,3,6,No,11,3,
22776,1,No,9,5,No,10,9,
22777,1,No,6,6,No,5,4,
22778,1,No,8,7,No,15,7,
22779,0,No,,4,No,11,5,
22780,3,No,8,3,No,,7,
22781,1,No,9,7,No,7,5,
22782,9,No,5,7,No,12,3,
22783,2,No,8,7,No,,9,
22784,0,No,5,4,No,6,3,
22785,,No,4,5,No,14,8,
22786,2,No,9,6,No,10,10,
22787,3,No,7,4,No,,9,
22788,10,Yes,1,1,Yes,4,0,
22789,1,No,6,,No,11,4,
22790,1,No,5,4,No,10,9,
22791,3,No,6,6,No,10,9,
22792,3,,4,5,No,10,5,
22793,3,No,4,6,No,10,,
22794,3,No,3,6,No,8,8,
22795,3,No,9,5,No,15,9,
22796,5,,3,2,Yes,2,0,
22797,3,No,5,7,No,10,3,
22798,0,No,9,6,No,10,8,
22799,2,No,9,7,No,12,4,
22800,2,No,5,5,No,14,4,
22801,,No,8,4,No,3,6,
22802,,No,7,7,No,14,9,
22803,4,Yes,3,0,Yes,2,2,
22804,,No,7,3,No,12,7,
22805,0,No,9,3,No,12,3,
22806,,No,9,4,No,7,9,
22807,3,No,9,4,No,,4,
22808,4,No,3,3,No,11,7,
22809,4,Yes,2,0,Yes,4,2,
22810,2,No,8,4,No,10,3,
22811,1,No,6,4,No,6,3,
22812,0,No,5,4,No,13,10,
22813,5,Yes,2,1,Yes,2,,
22814,3,No,7,3,,11,3,
22815,0,No,5,4,No,12,10,
22816,0,No,9,6,No,6,5,
22817,2,,6,6,No,10,6,
22818,0,No,7,4,,5,3,
22819,4,Yes,,2,Yes,0,2,
22820,0,No,8,3,No,7,8,
22821,1,No,9,5,,10,3,
22822,7,Yes,1,1,Yes,4,2,
22823,3,No,10,5,No,14,8,
22824,,No,6,3,No,10,4,
22825,3,No,7,3,No,9,,
22826,10,Yes,0,0,Yes,2,,
22827,2,No,9,6,No,8,8,
22828,3,No,5,6,No,9,9,
22829,1,No,9,6,No,15,3,
22830,1,No,9,,No,13,6,
22831,,No,4,6,No,3,5,
22832,11,Yes,2,2,,1,0,
22833,8,Yes,1,1,,2,0,
22834,7,Yes,2,1,,4,0,
22835,0,,6,6,No,7,9,
22836,,No,,5,No,7,5,
22837,3,No,6,5,No,7,10,
22838,2,No,3,5,No,6,6,
22839,11,Yes,3,2,Yes,2,1,
22840,0,No,10,5,No,8,5,
22841,2,No,10,6,No,13,6,
22842,8,,3,0,Yes,3,2,
22843,,No,2,5,No,4,3,
22844,3,No,7,4,No,6,8,
22845,8,Yes,2,,Yes,3,2,
22846,1,No,6,,No,6,5,
22847,1,No,6,4,No,8,8,
22848,9,Yes,2,2,Yes,5,3,
22849,3,No,,5,No,12,6,
22850,4,Yes,2,2,Yes,1,,
22851,8,Yes,1,0,Yes,5,1,
22852,7,Yes,0,3,Yes,2,1,
22853,2,No,3,4,No,6,6,
22854,0,No,5,4,No,14,8,
22855,3,No,9,6,No,8,8,
22856,4,Yes,2,2,Yes,2,3,
22857,3,No,8,6,No,14,8,
22858,2,No,8,7,No,13,9,
22859,2,No,6,6,No,11,,
22860,2,No,5,7,No,8,9,
22861,1,No,5,4,No,15,4,
22862,1,,8,4,No,14,7,
22863,3,No,7,4,,9,6,
22864,5,Yes,2,0,Yes,3,0,
22865,4,Yes,1,0,,1,1,
22866,6,Yes,1,2,,3,0,
22867,2,No,6,4,No,9,4,
22868,0,No,7,5,,14,9,
22869,0,,4,6,No,13,7,
22870,0,No,8,6,No,7,7,
22871,3,No,7,4,No,5,8,
22872,3,No,5,5,No,9,5,
22873,,No,3,5,No,14,8,
22874,1,No,3,6,No,11,9,
22875,1,No,5,7,No,14,3,
22876,10,Yes,1,0,Yes,1,,
22877,0,,4,5,No,11,3,
22878,0,No,4,5,No,10,5,
22879,,No,8,6,No,9,4,
22880,8,Yes,1,1,Yes,3,2,
22881,9,Yes,3,2,Yes,5,3,
22882,6,Yes,0,3,Yes,2,0,
22883,2,No,6,3,No,6,5,
22884,1,No,3,4,No,4,4,
22885,10,Yes,3,1,,3,2,
22886,0,No,7,6,No,11,4,
22887,2,No,4,7,No,5,4,
22888,0,No,7,3,No,,6,
22889,1,No,6,3,No,15,9,
22890,1,No,10,5,No,9,3,
22891,11,Yes,0,2,Yes,,2,
22892,,No,7,6,No,10,6,
22893,3,No,7,7,No,5,3,
22894,0,No,3,6,No,,7,
22895,1,No,9,3,No,8,6,
22896,3,No,8,7,No,7,7,
22897,6,Yes,2,2,,4,1,
22898,0,No,8,3,No,11,8,
22899,2,No,6,7,No,6,10,
22900,0,,9,3,No,15,7,
22901,,No,5,4,No,9,6,
22902,4,,0,0,Yes,1,2,
22903,1,No,3,4,No,6,7,
22904,10,Yes,2,3,Yes,0,0,
22905,3,No,4,5,No,,4,
22906,2,No,7,4,No,10,6,
22907,6,Yes,2,2,Yes,1,0,
22908,3,No,8,4,No,14,5,
22909,0,No,5,7,No,12,6,
22910,2,No,6,5,No,13,3,
22911,10,,2,2,Yes,5,2,
22912,3,,4,3,No,13,7,
22913,2,No,3,5,No,5,4,
22914,4,,0,0,Yes,0,0,
22915,10,Yes,1,3,Yes,5,1,
22916,8,Yes,2,3,Yes,0,1,
22917,1,No,6,5,No,11,5,
22918,,Yes,2,0,Yes,1,1,
22919,2,No,8,7,No,13,5,
22920,0,No,5,6,No,15,3,
22921,3,,6,4,No,7,4,
22922,3,No,10,5,No,9,3,
22923,2,,9,6,No,13,4,
22924,3,No,5,5,No,,5,
22925,11,,1,2,Yes,5,0,
22926,3,No,,3,No,10,6,
22927,4,Yes,2,,Yes,4,,
22928,7,Yes,3,0,Yes,3,2,
22929,2,No,8,,No,9,9,
22930,4,Yes,0,,Yes,4,1,
22931,5,Yes,1,1,Yes,0,1,
22932,1,No,4,5,No,15,9,
22933,2,No,3,4,No,6,9,
22934,0,No,7,5,No,8,4,
22935,4,No,5,3,No,14,9,
22936,1,No,3,,No,,8,
22937,,No,7,6,No,6,7,
22938,9,Yes,,1,Yes,1,0,
22939,5,,0,1,Yes,1,2,
22940,1,No,7,7,No,12,10,
22941,0,No,9,5,No,12,5,
22942,2,No,3,6,No,5,6,
22943,8,Yes,3,4,Yes,1,1,
22944,0,No,5,3,No,,4,
22945,0,No,9,3,No,8,,
22946,,Yes,3,,Yes,2,2,
22947,0,No,4,7,No,4,9,
22948,2,No,9,,No,8,7,
22949,3,No,,5,No,7,8,
22950,1,,4,4,No,10,4,
22951,3,No,10,3,No,12,4,
22952,1,No,5,5,No,8,4,
22953,3,No,,5,No,13,9,
22954,5,,1,0,Yes,3,0,
22955,0,No,,4,No,,7,
22956,3,No,5,6,No,8,3,
22957,,No,7,6,No,8,6,
22958,0,No,10,4,,14,6,
22959,0,No,5,7,No,4,8,
22960,7,Yes,,0,Yes,2,1,
22961,10,Yes,1,,Yes,5,0,
22962,1,No,3,6,No,6,8,
22963,8,,1,1,Yes,5,0,
22964,0,No,7,7,No,5,3,
22965,4,Yes,2,0,,2,0,
22966,2,,9,7,No,12,9,
22967,2,No,4,4,No,5,3,
22968,8,Yes,0,2,Yes,3,1,
22969,1,No,7,4,No,9,9,
22970,1,No,8,,No,11,3,
22971,8,Yes,1,,Yes,0,0,
22972,10,,2,0,Yes,5,1,
22973,4,No,10,6,No,9,7,
22974,8,Yes,2,,Yes,1,1,
22975,0,No,6,3,No,,3,
22976,1,No,,6,No,12,7,
22977,7,Yes,,1,,3,2,
22978,1,No,5,5,No,9,6,
22979,3,No,,3,No,10,8,
22980,2,No,6,7,No,15,3,
22981,0,No,5,6,No,12,3,
22982,,No,8,6,No,4,4,
22983,1,No,8,,No,10,3,
22984,3,No,8,6,No,14,,
22985,6,Yes,2,,Yes,,1,
22986,2,No,4,5,No,12,3,
22987,8,Yes,4,1,Yes,3,2,
22988,10,Yes,2,0,Yes,4,1,
22989,4,No,6,5,No,4,5,
22990,2,No,9,7,No,10,8,
22991,9,Yes,0,2,Yes,5,3,
22992,4,Yes,0,3,Yes,4,1,
22993,2,No,6,6,No,6,10,
22994,1,No,6,7,No,14,5,
22995,0,No,4,5,No,8,9,
22996,0,No,5,6,No,9,8,
22997,7,Yes,2,2,Yes,4,3,
22998,0,No,9,4,No,9,9,
22999,,No,6,7,No,9,8,
23000,1,No,6,3,No,,8,
23001,0,No,10,3,No,10,4,
23002,0,No,6,3,No,7,6,
23003,3,No,5,6,No,11,5,
23004,2,No,6,6,No,15,3,
23005,6,Yes,0,0,Yes,4,2,
23006,3,No,4,,No,11,4,
23007,2,No,7,4,No,5,4,
23008,3,No,3,4,No,8,6,
23009,0,No,9,,No,10,7,
23010,10,,2,1,Yes,2,2,
23011,0,No,,,No,8,4,
23012,1,No,8,3,No,11,3,
23013,1,No,,,No,8,6,
23014,,No,4,5,No,13,7,
23015,2,No,7,3,No,15,4,
23016,2,No,9,3,No,12,4,
23017,0,No,3,6,No,7,6,
23018,8,Yes,0,2,,5,2,
23019,7,Yes,3,,Yes,3,1,
23020,0,No,9,3,No,13,7,
23021,2,No,8,5,,,3,
23022,11,Yes,3,1,Yes,,1,
23023,1,No,6,4,No,7,,
23024,,No,7,5,No,14,3,
23025,4,No,4,3,No,11,8,
23026,8,Yes,2,0,Yes,,3,
23027,6,Yes,1,0,Yes,5,1,
23028,0,No,8,5,No,8,3,
23029,3,,5,6,No,12,5,
23030,0,No,,4,No,8,8,
23031,2,No,5,6,No,9,4,
23032,3,No,9,7,No,7,9,
23033,4,No,7,6,No,11,7,
23034,2,No,9,5,No,8,,
23035,,Yes,2,2,Yes,5,3,
23036,8,No,4,,No,14,4,
23037,3,No,5,7,No,14,5,
23038,1,No,10,,No,12,10,
23039,8,Yes,1,2,,2,1,
23040,0,No,4,4,No,10,7,
23041,0,,7,5,No,14,9,
23042,2,No,4,5,No,11,8,
23043,1,No,6,,No,13,10,
23044,1,No,4,7,No,6,9,
23045,0,No,4,6,No,5,8,
23046,2,No,6,4,No,,6,
23047,1,No,7,,No,9,5,
23048,6,,,1,Yes,3,2,
23049,0,No,7,4,No,,8,
23050,8,Yes,0,2,Yes,3,,
23051,3,No,8,3,No,10,10,
23052,0,No,6,3,No,14,6,
23053,10,,0,0,Yes,1,2,
23054,3,No,5,4,No,,,
23055,1,No,6,4,No,,4,
23056,7,Yes,2,0,,2,0,
23057,0,No,7,7,No,6,8,
23058,0,No,5,6,No,,10,
23059,0,No,4,4,No,13,,
23060,2,,9,5,No,5,9,
23061,10,Yes,2,1,,0,1,
23062,10,Yes,1,1,,2,2,
23063,1,No,8,4,No,13,7,
23064,2,No,5,2,No,8,8,
23065,2,No,8,7,No,7,3,
23066,1,No,5,7,No,10,4,
23067,0,No,5,6,No,4,3,
23068,3,No,7,3,No,13,8,
23069,3,No,3,4,No,7,4,
23070,0,No,7,7,No,12,3,
23071,8,Yes,1,0,Yes,0,,
23072,3,No,8,6,,13,5,
23073,0,No,5,,No,8,4,
23074,0,No,7,4,No,10,5,
23075,5,Yes,3,2,Yes,0,3,
23076,3,No,4,,No,8,9,
23077,6,Yes,3,3,Yes,3,2,
23078,2,No,6,,No,15,9,
23079,3,No,4,5,No,11,9,
23080,8,Yes,2,0,Yes,4,,
23081,3,No,4,4,,13,5,
23082,1,No,9,,No,5,3,
23083,3,No,7,7,No,13,8,
23084,0,No,6,7,No,12,8,
23085,3,No,5,5,No,12,8,
23086,10,Yes,1,2,Yes,3,2,
23087,2,No,3,4,No,5,3,
23088,1,No,5,3,No,,4,
23089,1,No,,5,No,9,3,
23090,1,No,5,3,No,8,9,
23091,9,Yes,0,,Yes,3,0,
23092,2,No,5,6,No,,3,
23093,3,No,9,3,No,15,9,
23094,3,No,9,5,No,10,5,
23095,3,No,7,3,No,6,4,
23096,0,No,8,4,No,,5,
23097,5,Yes,3,0,Yes,8,3,
23098,,No,4,5,No,6,5,
23099,3,No,7,5,,15,7,
23100,0,No,7,4,No,12,9,
23101,11,Yes,3,2,Yes,3,0,
23102,1,No,6,3,No,,7,
23103,3,No,10,5,No,10,3,
23104,1,No,8,7,No,10,10,
23105,3,No,9,5,No,13,3,
23106,,No,5,3,No,12,5,
23107,5,,2,1,Yes,2,2,
23108,2,,5,7,No,11,4,
23109,2,No,9,6,No,7,7,
23110,10,Yes,3,3,Yes,3,5,
23111,7,,3,1,Yes,0,2,
23112,2,,7,5,No,8,7,
23113,2,No,5,6,,5,5,
23114,1,No,7,7,No,7,9,
23115,0,No,7,7,No,5,4,
23116,3,No,8,6,No,10,9,
23117,10,Yes,0,0,Yes,1,,
23118,11,Yes,,2,Yes,5,1,
23119,2,No,9,5,No,10,8,
23120,2,No,5,6,No,,4,
23121,0,No,8,7,No,13,5,
23122,1,No,8,3,No,3,3,
23123,3,No,8,6,,15,6,
23124,6,Yes,3,2,Yes,2,0,
23125,0,No,5,5,No,14,7,
23126,10,Yes,0,2,,5,0,
23127,5,Yes,3,0,Yes,3,,
23128,0,No,8,7,No,,5,
23129,3,,5,3,No,8,6,
23130,2,No,7,3,No,6,4,
23131,10,Yes,,2,Yes,,2,
23132,1,No,4,6,No,,6,
23133,,No,9,5,No,11,6,
23134,1,No,7,3,No,9,9,
23135,3,No,9,3,No,12,5,
23136,3,No,9,5,No,6,5,
23137,2,No,8,6,No,4,,
23138,2,No,5,7,No,,5,
23139,0,No,5,6,No,4,6,
23140,1,No,9,7,No,14,,
23141,11,Yes,1,2,Yes,5,1,
23142,5,Yes,0,2,Yes,4,2,
23143,3,No,7,5,No,9,8,
23144,2,No,8,3,,9,6,
23145,0,No,6,5,No,5,9,
23146,3,No,6,7,No,,8,
23147,5,Yes,2,,Yes,5,0,
23148,1,No,3,5,No,8,4,
23149,2,No,6,3,No,15,4,
23150,3,No,7,6,No,5,5,
23151,0,No,6,6,No,10,9,
23152,1,No,7,7,No,13,5,
23153,0,No,5,4,No,4,9,
23154,,No,9,6,No,13,5,
23155,,No,6,6,No,9,7,
23156,1,No,9,6,No,11,3,
23157,6,Yes,0,1,Yes,5,1,
23158,,Yes,3,1,Yes,1,2,
23159,,Yes,1,,Yes,5,2,
23160,2,No,4,4,No,14,3,
23161,4,Yes,0,0,,5,2,
23162,1,No,7,5,No,15,4,
23163,3,No,5,,No,8,3,
23164,4,No,6,7,No,14,6,
23165,9,Yes,3,3,Yes,1,3,
23166,3,No,7,4,No,9,7,
23167,2,No,7,6,No,14,5,
23168,1,No,5,,No,6,6,
23169,3,No,9,7,No,11,6,
23170,1,No,5,3,No,7,10,
23171,3,No,5,3,No,5,7,
23172,5,Yes,1,1,Yes,0,0,
23173,0,No,7,,No,11,6,
23174,1,No,5,7,No,4,9,
23175,0,No,9,5,No,5,3,
23176,0,No,,5,No,7,6,
23177,2,Yes,9,7,,6,9,
23178,9,Yes,1,2,,1,0,
23179,11,Yes,,2,Yes,3,1,
23180,11,Yes,2,0,,2,2,
23181,0,No,8,3,No,7,4,
23182,10,Yes,2,2,Yes,4,1,
23183,1,No,6,4,No,7,6,
23184,1,No,7,5,No,5,,
23185,3,No,5,7,No,10,6,
23186,2,No,3,3,No,12,6,
23187,0,,4,5,No,6,3,
23188,3,No,9,4,No,7,5,
23189,1,No,8,6,,9,,
23190,2,,6,4,No,8,6,
23191,4,Yes,3,2,Yes,1,1,
23192,1,No,9,7,No,8,6,
23193,3,No,7,3,No,8,7,
23194,0,No,5,5,No,7,4,
23195,11,,1,0,Yes,5,0,
23196,0,No,7,6,No,7,7,
23197,4,,3,2,Yes,3,0,
23198,3,No,5,7,No,12,6,
23199,3,No,,4,No,14,10,
23200,2,No,7,7,No,11,9,
23201,3,No,,3,No,11,3,
23202,1,No,10,4,No,8,4,
23203,0,No,6,5,No,13,3,
23204,,No,5,6,No,9,4,
23205,,Yes,0,2,Yes,,2,
23206,0,No,4,6,No,,5,
23207,,No,8,3,No,10,6,
23208,3,No,6,3,No,13,5,
23209,1,No,9,5,No,6,9,
23210,10,Yes,2,3,Yes,3,2,
23211,7,,2,0,Yes,5,0,
23212,1,No,5,,No,5,6,
23213,1,No,4,3,No,6,6,
23214,8,Yes,3,0,Yes,1,0,
23215,1,No,7,5,No,14,8,
23216,4,No,7,4,No,7,,
23217,,No,8,5,No,14,5,
23218,11,,2,2,Yes,4,0,
23219,7,Yes,0,1,Yes,,2,
23220,8,Yes,2,2,Yes,5,0,
23221,0,No,4,4,No,13,6,
23222,0,No,5,5,No,11,5,
23223,1,No,7,6,No,8,3,
23224,8,Yes,1,0,Yes,,0,
23225,0,No,5,5,No,15,7,
23226,0,No,7,6,No,12,6,
23227,0,No,3,7,No,4,6,
23228,3,No,4,5,No,,9,
23229,2,No,7,6,No,10,,
23230,1,No,9,,No,9,8,
23231,3,No,5,3,No,11,4,
23232,2,No,7,7,No,12,5,
23233,9,Yes,0,0,Yes,,2,
23234,2,No,,7,No,8,,
23235,1,No,7,4,No,10,8,
23236,3,No,5,7,No,8,7,
23237,2,No,4,7,No,14,5,
23238,8,Yes,2,3,Yes,1,3,
23239,4,No,4,6,No,9,9,
23240,9,Yes,1,3,Yes,2,0,
23241,1,No,5,5,No,9,,
23242,2,,5,4,No,15,5,
23243,0,No,3,6,No,4,7,
23244,11,Yes,2,0,Yes,5,3,
23245,8,Yes,,1,Yes,1,2,
23246,2,No,6,7,No,,4,
23247,2,No,7,5,No,11,3,
23248,3,No,9,5,No,8,5,
23249,3,No,3,6,No,13,3,
23250,3,No,8,5,No,,6,
23251,0,No,8,5,No,6,5,
23252,3,No,5,3,No,8,7,
23253,1,No,4,7,No,,,
23254,1,No,4,5,No,4,6,
23255,0,No,7,,No,9,8,
23256,3,No,6,6,No,13,8,
23257,0,No,6,3,No,7,9,
23258,0,No,9,3,No,6,6,
23259,3,No,8,5,No,12,7,
23260,0,No,9,6,No,,7,
23261,3,No,5,,No,9,6,
23262,0,No,6,7,No,5,5,
23263,3,No,5,4,No,9,4,
23264,0,No,6,3,No,5,6,
23265,3,No,6,6,No,7,3,
23266,4,Yes,2,3,Yes,3,0,
23267,1,No,7,6,No,8,7,
23268,2,No,5,6,No,14,6,
23269,1,No,,4,No,13,4,
23270,5,Yes,0,0,,2,0,
23271,3,No,9,6,No,15,9,
23272,0,No,10,4,No,9,7,
23273,4,,2,2,Yes,3,1,
23274,2,No,8,7,No,,8,
23275,3,No,4,4,No,6,5,
23276,3,No,4,5,No,9,4,
23277,1,No,8,,No,14,7,
23278,2,No,8,6,No,14,10,
23279,1,No,6,,No,12,7,
23280,1,No,5,5,No,14,5,
23281,11,Yes,,2,,4,2,
23282,3,No,3,5,No,9,8,
23283,1,,9,5,No,13,6,
23284,0,No,7,3,No,7,4,
23285,2,No,4,4,No,,8,
23286,3,No,9,7,No,7,5,
23287,2,No,4,4,No,15,9,
23288,3,,4,5,No,13,8,
23289,0,No,7,3,No,11,6,
23290,0,No,5,5,No,13,10,
23291,,No,7,7,No,12,6,
23292,,Yes,3,2,Yes,0,2,
23293,0,No,8,5,No,9,,
23294,8,Yes,2,2,Yes,5,2,
23295,0,No,8,6,No,13,6,
23296,9,Yes,1,2,,5,2,
23297,1,No,7,5,,14,7,
23298,2,No,9,6,No,9,3,
23299,5,,3,0,Yes,3,1,
23300,9,Yes,1,,Yes,4,2,
23301,3,No,8,5,No,11,7,
23302,2,No,6,5,No,8,10,
23303,1,No,9,5,,6,3,
23304,,No,9,6,No,15,6,
23305,,Yes,0,0,Yes,3,1,
23306,2,No,9,6,No,5,5,
23307,1,No,9,7,No,10,6,
23308,2,No,5,4,No,9,,
23309,6,Yes,1,3,Yes,4,3,
23310,3,No,6,5,No,4,9,
23311,2,No,9,4,No,7,8,
23312,,No,9,6,No,6,8,
23313,1,No,5,3,No,9,,
23314,4,Yes,1,3,Yes,1,3,
23315,3,No,9,,No,10,6,
23316,7,Yes,1,2,Yes,4,0,
23317,,No,,6,No,6,4,
23318,3,No,6,7,No,7,10,
23319,1,No,7,3,No,10,5,
23320,1,No,5,6,,10,5,
23321,,No,3,6,No,8,8,
23322,0,No,,4,No,12,7,
23323,9,Yes,2,2,Yes,3,3,
23324,2,No,,6,No,6,9,
23325,0,No,9,3,No,15,9,
23326,3,No,8,7,No,7,3,
23327,1,No,4,6,No,5,4,
23328,6,Yes,2,3,Yes,5,2,
23329,10,Yes,0,,Yes,1,2,
23330,5,No,9,7,No,12,5,
23331,2,No,6,5,No,7,7,
23332,1,,8,5,No,13,8,
23333,1,No,10,5,No,11,6,
23334,4,Yes,3,3,Yes,5,3,
23335,2,No,7,4,,6,3,
23336,9,No,2,4,No,4,3,
23337,1,No,7,5,,12,3,
